id,base_model
pipilok/Qwen2.5-1.5B-Instruct-Q4_0_4_8-GGUF,Qwen/Qwen2.5-1.5B-Instruct
bartowski/Qwen2.5-1.5B-Instruct-GGUF,Qwen/Qwen2.5-1.5B-Instruct
ThomasBaruzier/Qwen2.5-1.5B-Instruct-GGUF,Qwen/Qwen2.5-1.5B-Instruct
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,Qwen/Qwen2.5-1.5B-Instruct
legraphista/Qwen2.5-1.5B-Instruct-IMat-GGUF,Qwen/Qwen2.5-1.5B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-1.5B-Instruct-4bits,Qwen/Qwen2.5-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-1.5B-Instruct-8bits,Qwen/Qwen2.5-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-1.5B-Instruct-gguf,Qwen/Qwen2.5-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-1.5B-gguf,Qwen/Qwen2.5-1.5B/
RichardErkhov/Qwen_-_Qwen2.5-1.5B-4bits,Qwen/Qwen2.5-1.5B/
RichardErkhov/Qwen_-_Qwen2.5-1.5B-8bits,Qwen/Qwen2.5-1.5B/
MaziyarPanahi/Qwen2.5-14B-Instruct-GGUF,Qwen/Qwen2.5-14B-Instruct
bartowski/Qwen2.5-14B-Instruct-exl2,Qwen/Qwen2.5-14B-Instruct
pipilok/Qwen2.5-14B-Instruct-Q4_0_4_8-GGUF,Qwen/Qwen2.5-14B-Instruct
legraphista/Qwen2.5-14B-Instruct-IMat-GGUF,Qwen/Qwen2.5-14B-Instruct
ThomasBaruzier/Qwen2.5-14B-Instruct-GGUF,Qwen/Qwen2.5-14B-Instruct
Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-gguf,Qwen/Qwen2.5-14B-Instruct
Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4,Qwen/Qwen2.5-14B-Instruct
bartowski/Qwen2.5-14B-Instruct-GGUF,Qwen/Qwen2.5-14B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-14B-Instruct-gguf,Qwen/Qwen2.5-14B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-14B-gguf,Qwen/Qwen2.5-14B/
MaziyarPanahi/Qwen2.5-32B-Instruct-GGUF,Qwen/Qwen2.5-32B-Instruct
bartowski/Qwen2.5-32B-Instruct-GGUF,Qwen/Qwen2.5-32B-Instruct
ThomasBaruzier/Qwen2.5-32B-Instruct-GGUF,Qwen/Qwen2.5-32B-Instruct
legraphista/Qwen2.5-32B-Instruct-IMat-GGUF,Qwen/Qwen2.5-32B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-32B-Instruct-gguf,Qwen/Qwen2.5-32B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-32B-gguf,Qwen/Qwen2.5-32B/
bartowski/Qwen2.5-3B-GGUF,Qwen/Qwen2.5-3B
DrissDo/Qwen2.5-3B-JohnMa,Qwen/Qwen2.5-3B
abdulmannan-01/qwen-2.5-3b-finetuned-for-sql-generation,Qwen/Qwen2.5-3B-Instruct
Goekdeniz-Guelmez/Josiefied-Qwen2.5-3B-Instruct-abliterated-v1,Qwen/Qwen2.5-3B-Instruct
MaziyarPanahi/Qwen2.5-3B-Instruct-GGUF,Qwen/Qwen2.5-3B-Instruct
srang992/Qwen-2.5-3B-Instruct-ov-INT8,Qwen/Qwen2.5-3B-Instruct
bartowski/Qwen2.5-3B-Instruct-GGUF,Qwen/Qwen2.5-3B-Instruct
srang992/Qwen-2.5-3B-Instruct-ov-INT4,Qwen/Qwen2.5-3B-Instruct
legraphista/Qwen2.5-3B-Instruct-IMat-GGUF,Qwen/Qwen2.5-3B-Instruct
ThomasBaruzier/Qwen2.5-3B-Instruct-GGUF,Qwen/Qwen2.5-3B-Instruct
groloch/Qwen2.5-3B-Instruct-PromptEnhancing,Qwen/Qwen2.5-3B-Instruct
Zenabius/Qwen2.5-3B-Instruct-exl2,Qwen/Qwen2.5-3B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-3B-Instruct-awq,Qwen/Qwen2.5-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-3B-Instruct-8bits,Qwen/Qwen2.5-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-3B-Instruct-4bits,Qwen/Qwen2.5-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-3B-Instruct-gguf,Qwen/Qwen2.5-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-3B-gguf,Qwen/Qwen2.5-3B/
RichardErkhov/Qwen_-_Qwen2.5-3B-awq,Qwen/Qwen2.5-3B/
RichardErkhov/Qwen_-_Qwen2.5-3B-8bits,Qwen/Qwen2.5-3B/
RichardErkhov/Qwen_-_Qwen2.5-3B-4bits,Qwen/Qwen2.5-3B/
bullerwins/Athene-V2-Chat-exl2_4.0bpw,Qwen/Qwen2.5-72B-Instruct
bullerwins/Athene-V2-Chat-exl2_6.0bpw,Qwen/Qwen2.5-72B-Instruct
bullerwins/Athene-V2-Chat-exl2_5.0bpw,Qwen/Qwen2.5-72B-Instruct
Jellon/Athene-V2-Chat-72b-exl2-3bpw,Qwen/Qwen2.5-72B-Instruct
ibrahimkettaneh/Athene-V2-Agent-4.0bpw-h6-exl2,Qwen/Qwen2.5-72B-Instruct
bullerwins/Athene-V2-Chat-exl2_8.0bpw,Qwen/Qwen2.5-72B-Instruct
KnutJaegersberg/Athene-V2-Chat-72B-4bit,Qwen/Qwen2.5-72B-Instruct
Apel-sin/dracarys2-72b-instruct-exl2,Qwen/Qwen2.5-72B-Instruct
abacusai/Dracarys2-72B-Instruct,Qwen/Qwen2.5-72B-Instruct
mav23/Dracarys2-72B-Instruct-GGUF,Qwen/Qwen2.5-72B-Instruct
bartowski/Qwen2.5-72B-Instruct-exl2,Qwen/Qwen2.5-72B-Instruct
ThomasBaruzier/Qwen2.5-72B-Instruct-GGUF,Qwen/Qwen2.5-72B-Instruct
async0x42/Athene-V2-Chat-exl2_3.5bpw,Qwen/Qwen2.5-72B-Instruct
Nexusflow/Athene-V2-Agent,Qwen/Qwen2.5-72B-Instruct
Nexusflow/Athene-V2-Chat,Qwen/Qwen2.5-72B-Instruct
bartowski/Qwen2.5-72B-Instruct-GGUF,Qwen/Qwen2.5-72B-Instruct
wolfram/Athene-V2-Chat-4.65bpw-h6-exl2,Qwen/Qwen2.5-72B-Instruct
ibrahimkettaneh/Athene-V2-Agent-4.5bpw-h8-exl2,Qwen/Qwen2.5-72B-Instruct
legraphista/Qwen2.5-72B-Instruct-IMat-GGUF,Qwen/Qwen2.5-72B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-72B-Instruct-gguf,Qwen/Qwen2.5-72B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-72B-gguf,Qwen/Qwen2.5-72B/
HumanF-MarkrAI/Gukbap-Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct
MaziyarPanahi/Qwen2.5-7B-Instruct-GGUF,Qwen/Qwen2.5-7B-Instruct
abdulmannan-01/qwen-2.5-7b-finetuned-for-json-generation-bnb-8bit,Qwen/Qwen2.5-7B-Instruct
Goekdeniz-Guelmez/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,Qwen/Qwen2.5-7B-Instruct
pipilok/Qwen2.5-7B-Instruct-Q4_0_4_8-GGUF,Qwen/Qwen2.5-7B-Instruct
QuantFactory/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2-GGUF,Qwen/Qwen2.5-7B-Instruct
bartowski/Qwen2.5-7B-Instruct-exl2,Qwen/Qwen2.5-7B-Instruct
legraphista/Qwen2.5-7B-Instruct-IMat-GGUF,Qwen/Qwen2.5-7B-Instruct
QuantFactory/Josiefied-Qwen2.5-7B-Instruct-abliterated-GGUF,Qwen/Qwen2.5-7B-Instruct
ThomasBaruzier/Qwen2.5-7B-Instruct-GGUF,Qwen/Qwen2.5-7B-Instruct
abdulmannan-01/qwen-2.5-7b-finetuned-for-sql-generation-bnb-8bit,Qwen/Qwen2.5-7B-Instruct
bartowski/Qwen2.5-7B-Instruct-GGUF,Qwen/Qwen2.5-7B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-7B-Instruct-4bits,Qwen/Qwen2.5-7B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-7B-Instruct-gguf,Qwen/Qwen2.5-7B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-7B-gguf,Qwen/Qwen2.5-7B/
bartowski/Qwen2.5-Coder-0.5B-GGUF,Qwen/Qwen2.5-Coder-0.5B
bartowski/Qwen2.5-Coder-0.5B-Instruct-GGUF,Qwen/Qwen2.5-Coder-0.5B-Instruct
CISCai/Qwen2.5-Coder-0.5B-Instruct-SOTA-GGUF,Qwen/Qwen2.5-Coder-0.5B-Instruct
Zenabius/Qwen2.5-Coder-0.5B-Instruct-exl2,Qwen/Qwen2.5-Coder-0.5B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Coder-0.5B-Instruct-awq,Qwen/Qwen2.5-Coder-0.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Coder-0.5B-awq,Qwen/Qwen2.5-Coder-0.5B/
MaziyarPanahi/Qwen2.5-Coder-1.5B-GGUF,Qwen/Qwen2.5-Coder-1.5B
bartowski/Qwen2.5.1-Coder-1.5B-Instruct-GGUF,Qwen/Qwen2.5-Coder-1.5B-Instruct
bartowski/Qwen2.5-Coder-1.5B-Instruct-GGUF,Qwen/Qwen2.5-Coder-1.5B-Instruct
pipilok/Qwen2.5-Coder-1.5B-Instruct-Q4_0_4_8-GGUF,Qwen/Qwen2.5-Coder-1.5B-Instruct
MaziyarPanahi/Qwen2.5-Coder-1.5B-Instruct-GGUF,Qwen/Qwen2.5-Coder-1.5B-Instruct
legraphista/Qwen2.5-Coder-1.5B-Instruct-IMat-GGUF,Qwen/Qwen2.5-Coder-1.5B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Coder-1.5B-Instruct-gguf,Qwen/Qwen2.5-Coder-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Coder-1.5B-gguf,Qwen/Qwen2.5-Coder-1.5B/
bartowski/Qwen2.5-Coder-14B-GGUF,Qwen/Qwen2.5-Coder-14B
MaziyarPanahi/Qwen2.5-Coder-14B-GGUF,Qwen/Qwen2.5-Coder-14B
MaziyarPanahi/Qwen2.5-Coder-14B-Instruct-GGUF,Qwen/Qwen2.5-Coder-14B-Instruct
bartowski/Qwen2.5-Coder-14B-Instruct-GGUF,Qwen/Qwen2.5-Coder-14B-Instruct
bartowski/Qwen2.5-Coder-14B-Instruct-exl2,Qwen/Qwen2.5-Coder-14B-Instruct
bartowski/Qwen2.5-Coder-32B-GGUF,Qwen/Qwen2.5-Coder-32B
ThomasBaruzier/Qwen2.5-Coder-32B-Instruct-GGUF,Qwen/Qwen2.5-Coder-32B-Instruct
ThomasBaruzier/Qwen2.5-Coder-32B-Instruct-EXL2,Qwen/Qwen2.5-Coder-32B-Instruct
XelotX/Qwen2.5-Coder-32B-Instruct-iQuants,Qwen/Qwen2.5-Coder-32B-Instruct
bartowski/Qwen2.5-Coder-32B-Instruct-exl2,Qwen/Qwen2.5-Coder-32B-Instruct
XelotX/Qwen2.5-Coder-32B-Instruct-GGUF,Qwen/Qwen2.5-Coder-32B-Instruct
bartowski/Qwen2.5-Coder-32B-Instruct-GGUF,Qwen/Qwen2.5-Coder-32B-Instruct
CISCai/Qwen2.5-Coder-32B-Instruct-SOTA-GGUF,Qwen/Qwen2.5-Coder-32B-Instruct
bartowski/Qwen2.5-Coder-3B-GGUF,Qwen/Qwen2.5-Coder-3B
MaziyarPanahi/Qwen2.5-Coder-3B-GGUF,Qwen/Qwen2.5-Coder-3B
MaziyarPanahi/Qwen2.5-Coder-3B-Instruct-GGUF,Qwen/Qwen2.5-Coder-3B-Instruct
bartowski/Qwen2.5-Coder-3B-Instruct-GGUF,Qwen/Qwen2.5-Coder-3B-Instruct
Zenabius/Qwen2.5-Coder-3B-Instruct-exl2,Qwen/Qwen2.5-Coder-3B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-Instruct-4bits,Qwen/Qwen2.5-Coder-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-Instruct-8bits,Qwen/Qwen2.5-Coder-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-Instruct-awq,Qwen/Qwen2.5-Coder-3B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-awq,Qwen/Qwen2.5-Coder-3B/
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-4bits,Qwen/Qwen2.5-Coder-3B/
RichardErkhov/Qwen_-_Qwen2.5-Coder-3B-8bits,Qwen/Qwen2.5-Coder-3B/
MaziyarPanahi/Qwen2.5-Coder-7B-GGUF,Qwen/Qwen2.5-Coder-7B
MaziyarPanahi/Qwen2.5-Coder-7B-Instruct-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct
pipilok/Qwen2.5-Coder-7B-Instruct-Q4_0_4_8-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct
bartowski/Qwen2.5-Coder-7B-Instruct-exl2,Qwen/Qwen2.5-Coder-7B-Instruct
bartowski/Qwen2.5-Coder-7B-Instruct-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct
CISCai/Qwen2.5-Coder-7B-Instruct-SOTA-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct
bartowski/Qwen2.5.1-Coder-7B-Instruct-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct
legraphista/Qwen2.5-Coder-7B-Instruct-IMat-GGUF,Qwen/Qwen2.5-Coder-7B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Coder-7B-Instruct-gguf,Qwen/Qwen2.5-Coder-7B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Coder-7B-4bits,Qwen/Qwen2.5-Coder-7B/
RichardErkhov/Qwen_-_Qwen2.5-Coder-7B-gguf,Qwen/Qwen2.5-Coder-7B/
bartowski/Qwen2.5-Math-1.5B-Instruct-GGUF,Qwen/Qwen2.5-Math-1.5B-Instruct
legraphista/Qwen2.5-Math-1.5B-Instruct-IMat-GGUF,Qwen/Qwen2.5-Math-1.5B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Math-1.5B-Instruct-gguf,Qwen/Qwen2.5-Math-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Math-1.5B-Instruct-8bits,Qwen/Qwen2.5-Math-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Math-1.5B-Instruct-4bits,Qwen/Qwen2.5-Math-1.5B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Math-1.5B-gguf,Qwen/Qwen2.5-Math-1.5B/
bartowski/Qwen2.5-Math-72B-Instruct-GGUF,Qwen/Qwen2.5-Math-72B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Math-72B-Instruct-gguf,Qwen/Qwen2.5-Math-72B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Math-72B-gguf,Qwen/Qwen2.5-Math-72B/
MaziyarPanahi/Qwen2.5-Math-7B-Instruct-GGUF,Qwen/Qwen2.5-Math-7B-Instruct
bartowski/Qwen2.5-Math-7B-Instruct-GGUF,Qwen/Qwen2.5-Math-7B-Instruct
legraphista/Qwen2.5-Math-7B-Instruct-IMat-GGUF,Qwen/Qwen2.5-Math-7B-Instruct
RichardErkhov/Qwen_-_Qwen2.5-Math-7B-Instruct-gguf,Qwen/Qwen2.5-Math-7B-Instruct/
RichardErkhov/Qwen_-_Qwen2.5-Math-7B-4bits,Qwen/Qwen2.5-Math-7B/
RichardErkhov/Qwen_-_Qwen2.5-Math-7B-gguf,Qwen/Qwen2.5-Math-7B/
ThomasBaruzier/QwQ-32B-Preview-GGUF,Qwen/QwQ-32B-Preview
ThomasBaruzier/QwQ-32B-Preview-EXL2,Qwen/QwQ-32B-Preview
bartowski/QwQ-32B-Preview-exl2,Qwen/QwQ-32B-Preview
bartowski/QwQ-32B-Preview-GGUF,Qwen/QwQ-32B-Preview
RichardErkhov/qzhang-2024_-_Llama-3.2-1B-pre-trained-gguf,qzhang-2024/Llama-3.2-1B-pre-trained/
solidrust/Ayam-2x8B-AWQ,R136a1/Ayam-2x8B
solidrust/BeyondInfinity-4x7B-AWQ,R136a1/BeyondInfinity-4x7B
solidrust/BeyondInfinity-v2-4x7B-AWQ,R136a1/BeyondInfinity-v2-4x7B
solidrust/InfinityKumon-2x7B-AWQ,R136a1/InfinityKumon-2x7B
RichardErkhov/R136a1_-_InfinityKumon-2x7B-gguf,R136a1/InfinityKumon-2x7B/
solidrust/InfinityKuno-2x7B-AWQ,R136a1/InfinityKuno-2x7B
RichardErkhov/R136a1_-_InfinityKuno-2x7B-gguf,R136a1/InfinityKuno-2x7B/
solidrust/InfinityLake-2x7B-AWQ,R136a1/InfinityLake-2x7B
RichardErkhov/r2rss_-_Malachite-7b-v0-gguf,r2rss/Malachite-7b-v0/
RichardErkhov/r3dhummingbird_-_DialoGPT-medium-joshua-gguf,r3dhummingbird/DialoGPT-medium-joshua/
RichardErkhov/raaec_-_Meta-Llama-3.1-8B-Instruct-Summarizer-gguf,raaec/Meta-Llama-3.1-8B-Instruct-Summarizer/
RichardErkhov/Rachneet_-_gpt2-xl-alpaca-8bits,Rachneet/gpt2-xl-alpaca/
RichardErkhov/Rachneet_-_gpt2-xl-alpaca-4bits,Rachneet/gpt2-xl-alpaca/
RichardErkhov/Rachneet_-_gpt2-xl-alpaca-gguf,Rachneet/gpt2-xl-alpaca/
RichardErkhov/Radiantloom_-_radiantloom-llama-70b-instruct-gguf,Radiantloom/radiantloom-llama-70b-instruct/
RichardErkhov/Radiantloom_-_radintloom-mistral-7b-fusion-dpo-gguf,Radiantloom/radintloom-mistral-7b-fusion-dpo/
RichardErkhov/Radiantloom_-_radintloom-mistral-7b-fusion-gguf,Radiantloom/radintloom-mistral-7b-fusion/
RichardErkhov/radlab_-_polish-qa-v2-4bits,radlab/polish-qa-v2/
RichardErkhov/radlab_-_polish-qa-v2-8bits,radlab/polish-qa-v2/
RichardErkhov/RafaelZequeira_-_starcoderbase-1b-cucumber-copilot-gguf,RafaelZequeira/starcoderbase-1b-cucumber-copilot/
RichardErkhov/rafajafa_-_finetunellama3.1-gguf,rafajafa/finetunellama3.1/
RichardErkhov/raghavbali_-_gpt2-movie_reviewer-gguf,raghavbali/gpt2-movie_reviewer/
RichardErkhov/rahul7star_-_zero-ai-model-gguf,rahul7star/zero-ai-model/
RichardErkhov/rahuldshetty_-_tiny-starcoder-instruct-awq,rahuldshetty/tiny-starcoder-instruct/
RichardErkhov/rahuldshetty_-_tiny-starcoder-instruct-gguf,rahuldshetty/tiny-starcoder-instruct/
RichardErkhov/rahulvk007_-_dockerllama-awq,rahulvk007/dockerllama/
RichardErkhov/RaiBP_-_gpt2-openwebtext2-first-30-chunks-ablation-bilingual-gguf,RaiBP/gpt2-openwebtext2-first-30-chunks-ablation-bilingual/
RichardErkhov/RaiBP_-_gpt2-openwebtext2-first-30-chunks-ablation-full-gguf,RaiBP/gpt2-openwebtext2-first-30-chunks-ablation-full/
RichardErkhov/raidhon_-_coven_tiny_1.1b_32k_orpo_alpha-gguf,raidhon/coven_tiny_1.1b_32k_orpo_alpha/
RichardErkhov/rAIfle_-_Acolyte-22B-gguf,rAIfle/Acolyte-22B/
FuturisticVibes/Luca-MN-bf16-8.0bpw-h8-exl2,rAIfle/Luca-MN-bf16
InferenceIllusionist/ohno-8x7B-GGUF,rAIfle/ohno-8x7B-fp16
InferenceIllusionist/Sloppy-Wingman-8x7B-GGUF,rAIfle/Sloppy-Wingman-8x7B-hf
RichardErkhov/raincandy-u_-_Llama-3-5B-Sheard-gguf,raincandy-u/Llama-3-5B-Sheard/
Knightcodin/Llama-3-Aplite-Instruct-4x8B-exl2,raincandy-u/Llama-3-Aplite-Instruct-4x8B
RichardErkhov/raincandy-u_-_phillama-3.8b-v0.1-gguf,raincandy-u/phillama-3.8b-v0.1/
RichardErkhov/raincandy-u_-_Quark-464M-v0.1.alpha-gguf,raincandy-u/Quark-464M-v0.1.alpha/
RichardErkhov/raincandy-u_-_Qwen1.5-4B_llamafy-8bits,raincandy-u/Qwen1.5-4B_llamafy/
RichardErkhov/raincandy-u_-_Qwen1.5-4B_llamafy-4bits,raincandy-u/Qwen1.5-4B_llamafy/
RichardErkhov/raincandy-u_-_Qwen1.5-4B_llamafy-awq,raincandy-u/Qwen1.5-4B_llamafy/
RichardErkhov/raincandy-u_-_Rain-7B-v0.1-gguf,raincandy-u/Rain-7B-v0.1/
RichardErkhov/raincandy-u_-_TinyStories-656K-gguf,raincandy-u/TinyStories-656K/
bartowski/Open-Insurance-LLM-Llama3-8B-GGUF,Raj-Maharajwala/Open-Insurance-LLM-Llama3-8B
RichardErkhov/RajuKandasamy_-_tamillama_tiny_30m-4bits,RajuKandasamy/tamillama_tiny_30m/
RichardErkhov/RajuKandasamy_-_tamillama_tiny_30m-8bits,RajuKandasamy/tamillama_tiny_30m/
RichardErkhov/Rakuten_-_RakutenAI-7B-chat-gguf,Rakuten/RakutenAI-7B-chat/
RichardErkhov/RakutenAI-7B-chat-gguf,Rakuten/RakutenAI-7B-chat/
RichardErkhov/Rakuten_-_RakutenAI-7B-instruct-gguf,Rakuten/RakutenAI-7B-instruct/
RichardErkhov/Rakuten_-_RakutenAI-7B-gguf,Rakuten/RakutenAI-7B/
RichardErkhov/ralscha_-_Llama-3.2-1B-Instruct-Country-SQL-gguf,ralscha/Llama-3.2-1B-Instruct-Country-SQL/
RichardErkhov/RamAnanth1_-_distilgpt2-sd-prompts-gguf,RamAnanth1/distilgpt2-sd-prompts/
RichardErkhov/Ramikan-BR_-_tinyllama_PY-CODER-4bit-lora_4k-v12-awq,Ramikan-BR/tinyllama_PY-CODER-4bit-lora_4k-v12/
RichardErkhov/Ramikan-BR_-_tinyllama_PY-CODER-4bit-lora_4k-v7-awq,Ramikan-BR/tinyllama_PY-CODER-4bit-lora_4k-v7/
RichardErkhov/Ramikan-BR_-_tinyllama-coder-py-v14-awq,Ramikan-BR/tinyllama-coder-py-v14/
RichardErkhov/ramonactruta_-_ramonactruta-llama-3.2.Instruct-awq,ramonactruta/ramonactruta-llama-3.2.Instruct/
RichardErkhov/rana-shahroz_-_gemma-2-9b-openorca20k-gguf,rana-shahroz/gemma-2-9b-openorca20k/
RichardErkhov/rana-shahroz_-_llama-3.1-8B-openorca20k-gguf,rana-shahroz/llama-3.1-8B-openorca20k/
RichardErkhov/rana-shahroz_-_mistral-7b-openorca20k-gguf,rana-shahroz/mistral-7b-openorca20k/
RichardErkhov/rana-shahroz_-_mistral-7b-roleplay-alpaca-merge-gguf,rana-shahroz/mistral-7b-roleplay-alpaca-merge/
RichardErkhov/rana-shahroz_-_mistral-openorca-openplatypus-gguf,rana-shahroz/mistral-openorca-openplatypus/
RichardErkhov/RaoFoundation_-_774M-03_09_2024-gguf,RaoFoundation/774M-03_09_2024/
RichardErkhov/rasa_-_cmd_gen_codellama_13b_calm_demo-gguf,rasa/cmd_gen_codellama_13b_calm_demo/
RichardErkhov/rasa_-_cmd_gen_llama_3.1_8b_calm_demo-gguf,rasa/cmd_gen_llama_3.1_8b_calm_demo/
RichardErkhov/RASMUS_-_Ahma-3B-Instruct-RAG-v0.1-gguf,RASMUS/Ahma-3B-Instruct-RAG-v0.1/
RichardErkhov/rasyosef_-_Llama-3.1-Minitron-4B-Chat-gguf,rasyosef/Llama-3.1-Minitron-4B-Chat/
RichardErkhov/rasyosef_-_Llama-3.1-Minitron-4B-Chat-4bits,rasyosef/Llama-3.1-Minitron-4B-Chat/
RichardErkhov/rasyosef_-_Llama-3.1-Minitron-4B-Chat-8bits,rasyosef/Llama-3.1-Minitron-4B-Chat/
RichardErkhov/rasyosef_-_Llama-3.2-1B-Amharic-Instruct-awq,rasyosef/Llama-3.2-1B-Amharic-Instruct/
RichardErkhov/rasyosef_-_Llama-3.2-1B-Amharic-awq,rasyosef/Llama-3.2-1B-Amharic/
RichardErkhov/rasyosef_-_Llama-3.2-400M-Amharic-awq,rasyosef/Llama-3.2-400M-Amharic/
RichardErkhov/rasyosef_-_Mistral-NeMo-Minitron-8B-Chat-gguf,rasyosef/Mistral-NeMo-Minitron-8B-Chat/
RichardErkhov/rasyosef_-_Phi-1_5-Instruct-v0.1-gguf,rasyosef/Phi-1_5-Instruct-v0.1/
RichardErkhov/rasyosef_-_phi-2-instruct-apo-gguf,rasyosef/phi-2-instruct-apo/
MaziyarPanahi/phi-2-instruct-v0.1-GGUF,rasyosef/phi-2-instruct-v0.1
RichardErkhov/rasyosef_-_phi-2-instruct-v0.1-gguf,rasyosef/phi-2-instruct-v0.1/
RichardErkhov/rasyosef_-_phi-2-instruct-v0.2-gguf,rasyosef/phi-2-instruct-v0.2/
RichardErkhov/rasyosef_-_phi-2-sft-openhermes-128k-v2-merged-gguf,rasyosef/phi-2-sft-openhermes-128k-v2-merged/
RichardErkhov/RatanRohith_-_NeuralMathChat-7B-V0.2-gguf,RatanRohith/NeuralMathChat-7B-V0.2/
RichardErkhov/RatanRohith_-_NeuralPizza-7B-V0.1-gguf,RatanRohith/NeuralPizza-7B-V0.1/
RichardErkhov/RatanRohith_-_NeuralPizza-7B-V0.2-4bits,RatanRohith/NeuralPizza-7B-V0.2/
RichardErkhov/RatanRohith_-_NeuralPizza-7B-V0.2-8bits,RatanRohith/NeuralPizza-7B-V0.2/
RichardErkhov/RatanRohith_-_NeuralPizza-7B-V0.2-gguf,RatanRohith/NeuralPizza-7B-V0.2/
RichardErkhov/RatanRohith_-_NeuralPizza-7B-V0.3-gguf,RatanRohith/NeuralPizza-7B-V0.3/
RichardErkhov/rath1991_-_llama_32_3b_ft_comfort_cove_merged-gguf,rath1991/llama_32_3b_ft_comfort_cove_merged/
RichardErkhov/RaushanTurganbay_-_GPT2_instruct_tuned-gguf,RaushanTurganbay/GPT2_instruct_tuned/
RichardErkhov/RaushanTurganbay_-_GPT2_sft_and_dpo_tuned-gguf,RaushanTurganbay/GPT2_sft_and_dpo_tuned/
RichardErkhov/rawsh_-_MetaMath-Qwen2.5-0.5b-awq,rawsh/MetaMath-Qwen2.5-0.5b/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-ORPO-1-awq,rawsh/mirrorqwen2.5-0.5b-ORPO-1/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-ORPO-2-awq,rawsh/mirrorqwen2.5-0.5b-ORPO-2/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-ORPO-3-awq,rawsh/mirrorqwen2.5-0.5b-ORPO-3/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-SFT-awq,rawsh/mirrorqwen2.5-0.5b-SFT/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-SimPO-0-awq,rawsh/mirrorqwen2.5-0.5b-SimPO-0/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-SimPO-1-awq,rawsh/mirrorqwen2.5-0.5b-SimPO-1/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-SimPO-2-awq,rawsh/mirrorqwen2.5-0.5b-SimPO-2/
RichardErkhov/rawsh_-_mirrorqwen2.5-0.5b-SimPO-3-awq,rawsh/mirrorqwen2.5-0.5b-SimPO-3/
RichardErkhov/rawsh_-_Qwen2.5-0.5B-Base-ChatML-awq,rawsh/Qwen2.5-0.5B-Base-ChatML/
RichardErkhov/rawsh_-_simpo-math-model-awq,rawsh/simpo-math-model/
